,index,sim,tem,mass,n,occ,x,y,MRT,T,V
1348,1348,450,15,24,24,3,10.185,3.8,25.72148085,25.155903385956,0.080164184
1349,1349,450,15,24,24,3,13.175,5.8,25.74898137,25.029732831064898,0.083802269
1350,1350,451,15,1,23,3,7.185,5.8,24.520576600000002,22.17735092269,0.095874446
1351,1351,451,15,1,23,3,10.185,3.8,24.52621696,22.1390734036819,0.119695559
1352,1352,451,15,1,23,3,13.175,5.8,24.56243641,22.051224959527303,0.09902823300000001
1353,1353,452,21,5,25,3,7.185,5.8,26.298011900000002,23.997373328987997,0.10231579800000001
1354,1354,452,21,5,25,3,10.185,3.8,26.26524077,23.815336080454898,0.106743135
1355,1355,452,21,5,25,3,13.175,5.8,26.28039677,23.7114280538906,0.10386073300000001
1356,1356,453,20,24,25,3,7.185,5.8,26.49272114,25.791777746195898,0.072766473
1357,1357,453,20,24,25,3,10.185,3.8,26.59857439,26.0641779716283,0.078843796
1358,1358,453,20,24,25,3,13.175,5.8,26.61969736,25.9124010264965,0.086215601
1359,1359,454,20,18,20,3,7.185,5.8,22.041961399999998,20.854893939338602,0.07867342599999999
1360,1360,454,20,18,20,3,10.185,3.8,22.1601513,21.129741676956503,0.08901516400000001
1361,1361,454,20,18,20,3,13.175,5.8,22.19158511,20.9395788912106,0.095090421
1362,1362,455,19,4,27,3,7.185,5.8,28.07118742,26.0253369097922,0.09800141400000001
1363,1363,455,19,4,27,3,10.185,3.8,28.01898276,25.5729653605878,0.113900759
1364,1364,455,19,4,27,3,13.175,5.8,28.01541296,25.382015886054102,0.10140790599999999
1365,1365,456,11,5,25,3,7.185,5.8,26.36528846,24.683100701091,0.09784714
1366,1366,456,11,5,25,3,10.185,3.8,26.39128094,24.5339258081117,0.097670235
1367,1367,456,11,5,25,3,13.175,5.8,26.41335088,24.5492292760926,0.098498839
1368,1368,457,18,30,23,3,7.185,5.8,24.798148100000002,24.491653860914898,0.073893764
1369,1369,457,18,30,23,3,10.185,3.8,24.91782911,24.688112693126396,0.071810179
1370,1370,457,18,30,23,3,13.175,5.8,24.94113057,24.538408209519,0.077233619
1371,1371,458,18,10,21,3,7.185,5.8,22.83180364,21.0252227854271,0.113612289
1372,1372,458,18,10,21,3,10.185,3.8,22.91996706,21.248061307758,0.102379826
1373,1373,458,18,10,21,3,13.175,5.8,22.94345646,21.1213392402282,0.097990778
1374,1374,459,17,14,21,3,7.185,5.8,22.88052078,21.403295363317397,0.10725570599999999
1375,1375,459,17,14,21,3,10.185,3.8,22.98871775,21.730720147897802,0.09600239
1376,1376,459,17,14,21,3,13.175,5.8,23.00153988,21.5211407481472,0.096449055
1377,1377,460,24,2,28,3,7.185,5.8,28.81403366,25.6530152759078,0.127233089
1378,1378,460,24,2,28,3,10.185,3.8,28.77332542,25.6021891318422,0.10910121099999999
1379,1379,460,24,2,28,3,13.175,5.8,28.801126,25.712142699730396,0.106880476
1380,1380,461,19,4,28,3,7.185,5.8,28.94233057,26.7434101352205,0.100537616
1381,1381,461,19,4,28,3,10.185,3.8,28.87667572,26.4156274786446,0.11249958300000001
1382,1382,461,19,4,28,3,13.175,5.8,28.8946711,26.3185549204774,0.11194979
1383,1383,462,13,9,26,3,7.185,5.8,27.27471052,25.7734761833318,0.096122081
1384,1384,462,13,9,26,3,10.185,3.8,27.28707901,25.680379179145397,0.10041507300000001
1385,1385,462,13,9,26,3,13.175,5.8,27.25393447,25.1866612776403,0.094011716
1386,1386,463,20,4,24,3,7.185,5.8,25.41029851,23.112734989742304,0.10792143300000001
1387,1387,463,20,4,24,3,10.185,3.8,25.40039717,22.946085927679896,0.11000602699999999
1388,1388,463,20,4,24,3,13.175,5.8,25.40817852,22.818770984267804,0.10576043
1389,1389,464,16,20,23,3,7.185,5.8,24.70163768,23.742409732192897,0.07298716
1390,1390,464,16,20,23,3,10.185,3.8,24.80872895,24.0017987729774,0.08513692199999999
1391,1391,464,16,20,23,3,13.175,5.8,24.82809617,23.8252832363666,0.09070980599999999
1392,1392,465,18,21,23,3,7.185,5.8,24.70335355,23.779776307852,0.074459238
1393,1393,465,18,21,23,3,10.185,3.8,24.81515167,24.0481582125412,0.08350735599999999
1394,1394,465,18,21,23,3,13.175,5.8,24.83688068,23.8737921350577,0.089505214
1395,1395,466,14,6,28,3,7.185,5.8,29.00244098,27.287019326933898,0.092833931
1396,1396,466,14,6,28,3,10.185,3.8,28.9557832,26.866641253710004,0.09123876800000001
1397,1397,466,14,6,28,3,13.175,5.8,28.90414211,26.3955065471072,0.100689954
1398,1398,467,15,22,22,3,7.185,5.8,23.84394271,22.9568994746908,0.080807558
1399,1399,467,15,22,22,3,10.185,3.8,23.95585068,23.219861228747202,0.083605315
1400,1400,467,15,22,22,3,13.175,5.8,23.98620174,23.0997149913778,0.08745835699999999
1401,1401,468,18,31,27,3,7.185,5.8,28.32445608,28.1492419504292,0.069306301
1402,1402,468,18,31,27,3,10.185,3.8,28.42666634,28.360626382947803,0.06777023900000001
1403,1403,468,18,31,27,3,13.175,5.8,28.446018199999997,28.226375362876603,0.073600218
1404,1404,469,17,20,27,3,7.185,5.8,28.20828179,27.164390493358603,0.10104109900000001
1405,1405,469,17,20,27,3,10.185,3.8,28.29844917,27.4658091330601,0.086010011
1406,1406,469,17,20,27,3,13.175,5.8,28.30787947,27.3211509324296,0.086089814
1407,1407,470,16,6,22,3,7.185,5.8,23.68738599,21.6960155423198,0.107940541
1408,1408,470,16,6,22,3,10.185,3.8,23.74639065,21.7935712504629,0.10466943699999999
1409,1409,470,16,6,22,3,13.175,5.8,23.76724488,21.6985713932544,0.09730555
1410,1410,471,17,16,22,3,7.185,5.8,23.78151246,22.454319884363798,0.09755604
1411,1411,471,17,16,22,3,10.185,3.8,23.88742704,22.790053770592603,0.09306523800000001
1412,1412,471,17,16,22,3,13.175,5.8,23.89874912,22.574745915145897,0.094495988
1413,1413,472,21,30,24,3,7.185,5.8,25.68127385,25.4467133074257,0.072653862
1414,1414,472,21,30,24,3,10.185,3.8,25.79910367,25.6613871411101,0.07083708799999999
1415,1415,472,21,30,24,3,13.175,5.8,25.82311836,25.5041420680577,0.07705514200000001
1416,1416,473,21,9,27,3,7.185,5.8,28.06783452,26.003432241702498,0.116142257
1417,1417,473,21,9,27,3,10.185,3.8,28.0748813,25.919491741958606,0.10214158
1418,1418,473,21,9,27,3,13.175,5.8,28.10054362,25.953439079805698,0.100461881
1419,1419,474,13,18,25,3,7.185,5.8,26.45065704,25.3855572136723,0.085691271
1420,1420,474,13,18,25,3,10.185,3.8,26.54493784,25.683121266750998,0.085806942
1421,1421,474,13,18,25,3,13.175,5.8,26.56226371,25.5692721212872,0.091162818
1422,1422,475,23,4,21,3,7.185,5.8,22.72819525,20.2183112203233,0.129916107
1423,1423,475,23,4,21,3,10.185,3.8,22.739778,20.051452182083,0.112311615
1424,1424,475,23,4,21,3,13.175,5.8,22.78146415,20.136627278464196,0.108900884
1425,1425,476,19,19,24,3,7.185,5.8,25.56274274,24.4285692717524,0.09175615
1426,1426,476,19,19,24,3,10.185,3.8,25.66095809,24.7586327997935,0.08859450099999999
1427,1427,476,19,19,24,3,13.175,5.8,25.66591557,24.5218126615329,0.09184389999999999
1428,1428,477,20,17,20,3,7.185,5.8,22.0414996,20.759537673544898,0.078187427
1429,1429,477,20,17,20,3,10.185,3.8,22.14763884,21.0505390152542,0.090723451
1430,1430,477,20,17,20,3,13.175,5.8,22.17468832,20.8341343440572,0.096401339
1431,1431,478,14,9,23,3,7.185,5.8,24.61041758,22.962836623271603,0.101337262
1432,1432,478,14,9,23,3,10.185,3.8,24.68373591,23.0703945379455,0.09921776800000001
1433,1433,478,14,9,23,3,13.175,5.8,24.70192719,22.9912578074112,0.093056847
1434,1434,479,15,29,26,3,7.185,5.8,27.42415578,27.0665075077471,0.07215849099999999
1435,1435,479,15,29,26,3,10.185,3.8,27.52304693,27.288553751881498,0.072719159
1436,1436,479,15,29,26,3,13.175,5.8,27.54586679,27.1674723065606,0.076559287
1437,1437,480,16,28,24,3,7.185,5.8,25.65945146,25.207022258143002,0.07493400900000001
1438,1438,480,16,28,24,3,10.185,3.8,25.76365503,25.427809454681896,0.075647949
1439,1439,480,16,28,24,3,13.175,5.8,25.78784451,25.2909849557759,0.079791393
1440,1440,481,13,6,22,3,7.185,5.8,23.722824300000003,21.9739539313825,0.09946259199999999
1441,1441,481,13,6,22,3,10.185,3.8,23.78117023,21.9958682973858,0.101961284
1442,1442,481,13,6,22,3,13.175,5.8,23.80303073,21.9231829535557,0.09529869
1443,1443,482,21,20,26,3,7.185,5.8,27.31427947,26.1581411608738,0.098751103
1444,1444,482,21,20,26,3,10.185,3.8,27.41174633,26.536995153257102,0.089265032
1445,1445,482,21,20,26,3,13.175,5.8,27.41353411,26.2836984100557,0.090148075
1446,1446,483,15,16,24,3,7.185,5.8,25.54035572,24.274663880422896,0.104743272
1447,1447,483,15,16,24,3,10.185,3.8,25.63616645,24.562342002329302,0.090861256
1448,1448,483,15,16,24,3,13.175,5.8,25.65214959,24.4349548380902,0.09304251300000001
1449,1449,484,17,13,27,3,7.185,5.8,28.15354326,26.6861724993615,0.099473435
1450,1450,484,17,13,27,3,10.185,3.8,28.17997143,26.6507252998558,0.09614747400000001
1451,1451,484,17,13,27,3,13.175,5.8,28.20702859,26.6372410085218,0.09045775699999999
1452,1452,485,22,28,26,3,7.185,5.8,27.41798636,27.0167962269215,0.07462471400000001
1453,1453,485,22,28,26,3,10.185,3.8,27.51967896,27.2705304691863,0.074056779
1454,1454,485,22,28,26,3,13.175,5.8,27.55151046,27.192543914309397,0.076994332
1455,1455,486,19,10,21,3,7.185,5.8,22.82496421,20.943781860437102,0.11505871599999999
1456,1456,486,19,10,21,3,10.185,3.8,22.91288691,21.197590874661397,0.103468714
1457,1457,486,19,10,21,3,13.175,5.8,22.93550025,21.058499032234,0.09716900699999999
1458,1458,487,17,6,25,3,7.185,5.8,26.33612074,24.392741937595503,0.102943688
1459,1459,487,17,6,25,3,10.185,3.8,26.31882186,24.1803316888693,0.108575005
1460,1460,487,17,6,25,3,13.175,5.8,26.34571914,24.1127580778553,0.102214304
1461,1461,488,12,16,26,3,7.185,5.8,27.31943188,26.159681212065898,0.100484364
1462,1462,488,12,16,26,3,10.185,3.8,27.40203051,26.4237942527216,0.08741956599999999
1463,1463,488,12,16,26,3,13.175,5.8,27.42091171,26.3584574018815,0.088755368
1464,1464,489,12,3,21,3,7.185,5.8,22.82323708,20.838246541698503,0.10542353900000001
1465,1465,489,12,3,21,3,10.185,3.8,22.85702304,20.8254961547317,0.10921364199999999
1466,1466,489,12,3,21,3,13.175,5.8,22.83459958,20.448704913305498,0.095056615
1467,1467,490,21,13,27,3,7.185,5.8,28.11182285,26.4187994630836,0.115267696
1468,1468,490,21,13,27,3,10.185,3.8,28.143781699999998,26.363887663125,0.09630531199999999
1469,1469,490,21,13,27,3,13.175,5.8,28.1664044,26.399538148877102,0.097135931
1470,1470,491,18,26,22,3,7.185,5.8,23.88466407,23.2823651392982,0.078256433
1471,1471,491,18,26,22,3,10.185,3.8,23.99888379,23.520715527785395,0.079533084
1472,1472,491,18,26,22,3,13.175,5.8,24.02731416,23.3743972895966,0.08353387599999999
1473,1473,492,22,30,24,3,7.185,5.8,25.68387763,25.463330313997897,0.072256577
1474,1474,492,22,30,24,3,10.185,3.8,25.80451383,25.680493477103894,0.071141398
1475,1475,492,22,30,24,3,13.175,5.8,25.82371569,25.5263263964618,0.077124687
1476,1476,493,16,19,26,3,7.185,5.8,27.328312300000004,26.256343883227302,0.09889962599999999
1477,1477,493,16,19,26,3,10.185,3.8,27.41959675,26.572381725541803,0.087669034
1478,1478,493,16,19,26,3,13.175,5.8,27.42639081,26.397487104005602,0.08817126199999999
1479,1479,494,17,17,20,3,7.185,5.8,22.04100228,20.821638744029396,0.077294987
1480,1480,494,17,17,20,3,10.185,3.8,22.15590079,21.0898960642897,0.09076472
1481,1481,494,17,17,20,3,13.175,5.8,22.17819955,20.8998205510092,0.095081507
1482,1482,495,15,5,26,3,7.185,5.8,27.24405709,25.497259209829696,0.092194821
1483,1483,495,15,5,26,3,10.185,3.8,27.2314877,25.255292039873098,0.11142554
1484,1484,495,15,5,26,3,13.175,5.8,27.22004327,25.0221228493151,0.096993711
1485,1485,496,14,24,20,3,7.185,5.8,22.10914648,21.287279624951502,0.08098933
1486,1486,496,14,24,20,3,10.185,3.8,22.22467784,21.5212681610324,0.083768808
1487,1487,496,14,24,20,3,13.175,5.8,22.25960578,21.4004864615445,0.08705707300000001
1488,1488,497,15,3,25,3,7.185,5.8,26.33644794,24.402725216245,0.093663809
1489,1489,497,15,3,25,3,10.185,3.8,26.2798272,23.703797766191002,0.103131856
1490,1490,497,15,3,25,3,13.175,5.8,26.3290038,23.9327083780875,0.09725516699999999
1491,1491,498,21,22,23,3,7.185,5.8,24.71680263,23.841170150649,0.07631998799999999
1492,1492,498,21,22,23,3,10.185,3.8,24.82759617,24.1310178480417,0.082965674
1493,1493,498,21,22,23,3,13.175,5.8,24.85230634,23.9647293454244,0.089765976
1494,1494,499,22,2,21,3,7.185,5.8,22.72264682,20.130609008496197,0.123942385
1495,1495,499,22,2,21,3,10.185,3.8,22.71385161,19.9427580228842,0.11415801699999999
1496,1496,499,22,2,21,3,13.175,5.8,22.76814536,20.0277610873231,0.10462339699999999
1497,1497,500,16,28,27,3,7.185,5.8,28.29499303,27.8884805143767,0.072844302
1498,1498,500,16,28,27,3,10.185,3.8,28.39051553,28.122940929658103,0.07331916200000001
1499,1499,500,16,28,27,3,13.175,5.8,28.41507539,28.0128926545618,0.077683624
1500,1500,501,20,21,26,3,7.185,5.8,27.33516358,26.330694607364503,0.089970399
1501,1501,501,20,21,26,3,10.185,3.8,27.43045059,26.6693851796304,0.084743126
1502,1502,501,20,21,26,3,13.175,5.8,27.4351344,26.4152831098695,0.090553331
1503,1503,502,22,31,22,3,7.185,5.8,23.94141342,23.7820552070854,0.07408963
1504,1504,502,22,31,22,3,10.185,3.8,24.06560584,23.936707872596998,0.070709113
1505,1505,502,22,31,22,3,13.175,5.8,24.09991304,23.8294202185726,0.07459492
1506,1506,503,19,4,22,3,7.185,5.8,23.65609117,21.4138217211493,0.11068695199999999
1507,1507,503,19,4,22,3,10.185,3.8,23.66302664,21.2027966295418,0.107260287
1508,1508,503,19,4,22,3,13.175,5.8,23.69230961,21.246632235561897,0.102603519
1509,1509,504,20,2,26,3,7.185,5.8,27.16572456,24.759279630566898,0.09929493199999999
1510,1510,504,20,2,26,3,10.185,3.8,27.10848973,24.464473851817303,0.113805672
1511,1511,504,20,2,26,3,13.175,5.8,27.12758502,24.3917374691901,0.103575901
1512,1512,505,22,11,28,3,7.185,5.8,28.96015351,26.9673546357107,0.114686223
1513,1513,505,22,11,28,3,10.185,3.8,28.96690894,26.886869643365998,0.10092230599999999
1514,1514,505,22,11,28,3,13.175,5.8,28.99253926,26.9575009660314,0.103919203
1515,1515,506,17,19,26,3,7.185,5.8,27.31943369,26.2030315755613,0.102011609
1516,1516,506,17,19,26,3,10.185,3.8,27.41045439,26.503471623431302,0.087848364
1517,1517,506,17,19,26,3,13.175,5.8,27.42180251,26.3583310189871,0.087880607
1518,1518,507,12,4,27,3,7.185,5.8,28.095189299999998,26.052970153316004,0.098684455
1519,1519,507,12,4,27,3,10.185,3.8,28.08240175,25.955345565789198,0.094407103
1520,1520,507,12,4,27,3,13.175,5.8,28.07958213,25.709696142108697,0.09237076599999999
1521,1521,508,18,26,21,3,7.185,5.8,23.00871852,22.388374252860103,0.078999376
1522,1522,508,18,26,21,3,10.185,3.8,23.12550029,22.6156022947962,0.07985268200000001
1523,1523,508,18,26,21,3,13.175,5.8,23.16148247,22.4580886165093,0.08480587699999999
1524,1524,509,23,2,21,3,7.185,5.8,22.70320541,19.991385127763802,0.13161609
1525,1525,509,23,2,21,3,10.185,3.8,22.72237863,19.886441813620003,0.11028663300000001
1526,1526,509,23,2,21,3,13.175,5.8,22.74389844,19.9018173075225,0.111999005
1527,1527,510,15,9,25,3,7.185,5.8,26.38254574,24.740493285123502,0.09797738199999999
1528,1528,510,15,9,25,3,10.185,3.8,26.37992313,24.489695899729,0.08777741800000001
1529,1529,510,15,9,25,3,13.175,5.8,26.4134798,24.550047631210603,0.097833905
1530,1530,511,12,5,24,3,7.185,5.8,25.49073917,23.8112689813976,0.09901657800000001
1531,1531,511,12,5,24,3,10.185,3.8,25.50864679,23.6790853611135,0.10077107699999999
1532,1532,511,12,5,24,3,13.175,5.8,25.49560289,23.3636781776958,0.08707678699999999
1533,1533,512,21,23,20,3,7.185,5.8,22.10392315,21.269273008564397,0.08343600400000001
1534,1534,512,21,23,20,3,10.185,3.8,22.22602331,21.536766712541198,0.084751279
1535,1535,512,21,23,20,3,13.175,5.8,22.26272484,21.414642387299498,0.08604403699999999
1536,1536,513,17,25,25,3,7.185,5.8,26.50788173,25.8734680425167,0.076500915
1537,1537,513,17,25,25,3,10.185,3.8,26.60940912,26.1241943891744,0.077867175
1538,1538,513,17,25,25,3,13.175,5.8,26.63311205,25.9940417532659,0.08288563
1539,1539,514,15,20,26,3,7.185,5.8,27.34310152,26.3772295881564,0.08588440900000001
1540,1540,514,15,20,26,3,10.185,3.8,27.43583706,26.695068604388105,0.084586776
1541,1541,514,15,20,26,3,13.175,5.8,27.44436502,26.5126313552919,0.08812542
1542,1542,515,20,19,23,3,7.185,5.8,24.68815216,23.552048709176802,0.082295555
1543,1543,515,20,19,23,3,10.185,3.8,24.78336547,23.864224371463,0.086709784
1544,1544,515,20,19,23,3,13.175,5.8,24.7989365,23.629789892957398,0.09423730400000001
1545,1545,516,14,20,26,3,7.185,5.8,27.34491985,26.4043326803015,0.081341308
1546,1546,516,14,20,26,3,10.185,3.8,27.43767178,26.7089203416506,0.083050026
1547,1547,516,14,20,26,3,13.175,5.8,27.45031324,26.559139943344498,0.08827059400000001
1548,1548,517,14,21,24,3,7.185,5.8,25.58834983,24.7147675622604,0.073114634
1549,1549,517,14,21,24,3,10.185,3.8,25.69752105,24.988171226560603,0.082567155
1550,1550,517,14,21,24,3,13.175,5.8,25.71791251,24.8485932945215,0.088060734
1551,1551,518,18,26,26,3,7.185,5.8,27.39750773,26.842328652038496,0.074471925
1552,1552,518,18,26,26,3,10.185,3.8,27.49543969,27.0897291130813,0.076039434
1553,1553,518,18,26,26,3,13.175,5.8,27.51730814,26.970358743562397,0.081622773
1554,1554,519,20,13,27,3,7.185,5.8,28.11943716,26.477185287986998,0.113257811
1555,1555,519,20,13,27,3,10.185,3.8,28.15258262,26.426223248232304,0.09567486300000001
1556,1556,519,20,13,27,3,13.175,5.8,28.17264701,26.4375302563987,0.094278802
1557,1557,520,13,20,20,3,7.185,5.8,22.07459667,21.0201195344563,0.083480506
1558,1558,520,13,20,20,3,10.185,3.8,22.188390100000003,21.283601745722603,0.086655625
1559,1559,520,13,20,20,3,13.175,5.8,22.22666856,21.1804400722472,0.090827848
1560,1560,521,18,22,21,3,7.185,5.8,22.96899279,22.0522577062993,0.08295277599999999
1561,1561,521,18,22,21,3,10.185,3.8,23.08313128,22.3168247193594,0.085057406
1562,1562,521,18,22,21,3,13.175,5.8,23.11824544,22.206595779535604,0.088360983
1563,1563,522,13,1,25,3,7.185,5.8,26.27919731,24.0684847246177,0.097375633
1564,1564,522,13,1,25,3,10.185,3.8,26.27657969,23.7813740115248,0.098686705
1565,1565,522,13,1,25,3,13.175,5.8,26.26530033,23.660364385643,0.09873792699999999
1566,1566,523,21,4,23,3,7.185,5.8,24.52971426,22.1854990886563,0.108013043
1567,1567,523,21,4,23,3,10.185,3.8,24.51641535,22.012146016628606,0.11381000699999999
1568,1568,523,21,4,23,3,13.175,5.8,24.54541186,21.937316789211998,0.09910190699999999
1569,1569,524,17,19,20,3,7.185,5.8,22.05857201,20.9360612438844,0.082200507
1570,1570,524,17,19,20,3,10.185,3.8,22.17830879,21.2268055375162,0.087944442
1571,1571,524,17,19,20,3,13.175,5.8,22.20909241,21.066361776997603,0.092540709
1572,1572,525,18,23,28,3,7.185,5.8,29.120119899999995,28.317433165954498,0.08602787199999999
1573,1573,525,18,23,28,3,10.185,3.8,29.213037699999997,28.6377676965055,0.080569327
1574,1574,525,18,23,28,3,13.175,5.8,29.21571476,28.4205689543862,0.084458596
1575,1575,526,14,3,24,3,7.185,5.8,25.47143401,23.633035724324102,0.09875103
1576,1576,526,14,3,24,3,10.185,3.8,25.43559686,23.065172782561802,0.09676
1577,1577,526,14,3,24,3,13.175,5.8,25.47199683,23.271709395178497,0.107736364
1578,1578,527,18,27,23,3,7.185,5.8,24.77190582,24.254113472709697,0.07642814099999999
1579,1579,527,18,27,23,3,10.185,3.8,24.88410152,24.4866893747327,0.077571136
1580,1580,527,18,27,23,3,13.175,5.8,24.91139964,24.344680999990302,0.081841191
1581,1581,528,23,9,20,3,7.185,5.8,21.91610448,19.9067150217811,0.126923045
1582,1582,528,23,9,20,3,10.185,3.8,21.98781622,19.926480096374302,0.10483149800000001
1583,1583,528,23,9,20,3,13.175,5.8,22.01647644,19.882078944291898,0.101968882
1584,1584,529,20,16,28,3,7.185,5.8,29.03736114,27.5300236040167,0.103620583
1585,1585,529,20,16,28,3,10.185,3.8,29.08475592,27.6660290232019,0.09379976599999999
1586,1586,529,20,16,28,3,13.175,5.8,29.109941499999998,27.6912122465945,0.08462645
1587,1587,530,19,15,28,3,7.185,5.8,29.03208249,27.576231788119802,0.10592128099999999
1588,1588,530,19,15,28,3,10.185,3.8,29.06007981,27.556367638640598,0.09455887800000001
1589,1589,530,19,15,28,3,13.175,5.8,29.08847191,27.5766280845642,0.08995420900000001
1590,1590,531,15,5,23,3,7.185,5.8,24.55869738,22.472771369952998,0.098119366
1591,1591,531,15,5,23,3,10.185,3.8,24.59629609,22.5342831053266,0.11227928300000001
1592,1592,531,15,5,23,3,13.175,5.8,24.62353817,22.4763847190138,0.096440118
1593,1593,532,21,7,25,3,7.185,5.8,26.292239799999997,24.1193852488955,0.11659690699999999
1594,1594,532,21,7,25,3,10.185,3.8,26.29240395,23.9826082231613,0.107345742
1595,1595,532,21,7,25,3,13.175,5.8,26.32931292,24.046922419227098,0.100373823
1596,1596,533,23,8,24,3,7.185,5.8,25.40213638,23.187311656838602,0.125656941
1597,1597,533,23,8,24,3,10.185,3.8,25.41571973,23.0496563179885,0.107665984
1598,1598,533,23,8,24,3,13.175,5.8,25.45251932,23.1534550918302,0.104495449
1599,1599,534,17,5,27,3,7.185,5.8,28.0906777,26.07882973835,0.098938415
1600,1600,534,17,5,27,3,10.185,3.8,28.04097801,25.8482804194693,0.11660714800000001
1601,1601,534,17,5,27,3,13.175,5.8,28.06305706,25.7230688687183,0.104294456
1602,1602,535,15,3,23,3,7.185,5.8,24.52990584,22.2627071605394,0.104229122
1603,1603,535,15,3,23,3,10.185,3.8,24.55177846,22.301507662448103,0.115350089
1604,1604,535,15,3,23,3,13.175,5.8,24.59412943,22.2710750531846,0.09681623800000001
1605,1605,536,16,31,27,3,7.185,5.8,28.32141095,28.123962411565103,0.069316089
1606,1606,536,16,31,27,3,10.185,3.8,28.42224129,28.3323923080195,0.0684653
1607,1607,536,16,31,27,3,13.175,5.8,28.44047345,28.199161593797196,0.073345203
1608,1608,537,14,8,24,3,7.185,5.8,25.49199863,23.8502531925179,0.09844588900000001
1609,1609,537,14,8,24,3,10.185,3.8,25.53323359,23.8165280139286,0.10122339
1610,1610,537,14,8,24,3,13.175,5.8,25.55364888,23.7171878996112,0.094829039
1611,1611,538,14,12,22,3,7.185,5.8,23.75338064,22.190629272284603,0.109302323
1612,1612,538,14,12,22,3,10.185,3.8,23.85095116,22.5101888618884,0.094810302
1613,1613,538,14,12,22,3,13.175,5.8,23.87022658,22.389824641891302,0.09700021800000001
1614,1614,539,21,31,20,3,7.185,5.8,22.18470675,21.9534699657025,0.076895234
1615,1615,539,21,31,20,3,10.185,3.8,22.32036634,22.0950142837257,0.07224212299999999
1616,1616,539,21,31,20,3,13.175,5.8,22.36129319,21.987644787270497,0.073701219
1617,1617,540,19,2,20,3,7.185,5.8,21.88127926,19.4945867139785,0.115946041
1618,1618,540,19,2,20,3,10.185,3.8,21.90492419,19.3962371613395,0.114393009
1619,1619,540,19,2,20,3,13.175,5.8,21.93012515,19.3292372745665,0.104751262
1620,1620,541,14,5,24,3,7.185,5.8,25.47898097,23.6767417661667,0.09668705400000001
1621,1621,541,14,5,24,3,10.185,3.8,25.4697112,23.3382541996455,0.09450631400000001
1622,1622,541,14,5,24,3,13.175,5.8,25.49427331,23.3538737253045,0.102355911
1623,1623,0,15,26,24,8,4.415,3.8,25.6790275,25.1989024615143,0.07574470900000001
1624,1624,0,15,26,24,8,4.415,5.8,25.65704606,25.2394435555728,0.06556245200000001
1625,1625,0,15,26,24,8,7.185,3.8,25.77390279,25.357724489029003,0.073943198
1626,1626,0,15,26,24,8,7.185,5.8,25.76944814,25.3807216279016,0.067879775
1627,1627,0,15,26,24,8,10.185,3.8,25.76526019,25.4304599289802,0.07249728400000001
1628,1628,0,15,26,24,8,13.175,5.8,25.80603869,25.384054715698902,0.079801955
1629,1629,0,15,26,24,8,15.885,3.8,25.65401419,25.198780461507802,0.067419837
1630,1630,0,15,26,24,8,15.885,5.8,25.6598707,25.211996791203298,0.063598494
1631,1631,1,17,1,23,8,4.415,3.8,24.52006703,22.0878896408006,0.097748066
1632,1632,1,17,1,23,8,4.415,5.8,24.52751145,22.069863937326602,0.11319774
1633,1633,1,17,1,23,8,7.185,3.8,24.46835171,21.48858345932,0.096465265
1634,1634,1,17,1,23,8,7.185,5.8,24.51675568,22.045343804650503,0.120529789
1635,1635,1,17,1,23,8,10.185,3.8,24.52344749,21.8523138936968,0.11589918
1636,1636,1,17,1,23,8,13.175,5.8,24.57904315,22.191454670956002,0.105946691
1637,1637,1,17,1,23,8,15.885,3.8,24.51119186,22.224313320385498,0.110023694
1638,1638,1,17,1,23,8,15.885,5.8,24.52365968,21.935564714233305,0.10331697
1639,1639,2,17,11,23,8,4.415,3.8,24.65041149,22.9372293147727,0.075991583
1640,1640,2,17,11,23,8,4.415,5.8,24.62599414,23.014672851879396,0.111390036
1641,1641,2,17,11,23,8,7.185,3.8,24.65773168,22.9615742542257,0.090913495
1642,1642,2,17,11,23,8,7.185,5.8,24.65930966,22.9887823316287,0.110569536
1643,1643,2,17,11,23,8,10.185,3.8,24.68385424,23.114830437322397,0.090610476
1644,1644,2,17,11,23,8,13.175,5.8,24.72561834,23.141167691743604,0.09575225
1645,1645,2,17,11,23,8,15.885,3.8,24.61532779,22.9196382429594,0.10118541800000001
1646,1646,2,17,11,23,8,15.885,5.8,24.61505926,22.9550556106044,0.101085589
1647,1647,3,13,23,25,8,4.415,3.8,26.53354608,25.847136222052,0.070222181
1648,1648,3,13,23,25,8,4.415,5.8,26.50951796,25.913729210866798,0.065407007
1649,1649,3,13,23,25,8,7.185,3.8,26.62626471,26.1071371469119,0.078159887
1650,1650,3,13,23,25,8,7.185,5.8,26.61399692,26.1645771936066,0.073225931
1651,1651,3,13,23,25,8,10.185,3.8,26.61823813,26.168615589675497,0.074556267
1652,1652,3,13,23,25,8,13.175,5.8,26.64809508,26.114069874888102,0.08244758599999999
1653,1653,3,13,23,25,8,15.885,3.8,26.51433975,25.859991076640803,0.065162846
1654,1654,3,13,23,25,8,15.885,5.8,26.51416927,25.9033886290178,0.06411675
1655,1655,4,22,19,28,8,4.415,3.8,29.064781699999997,27.6362598467836,0.101360454
1656,1656,4,22,19,28,8,4.415,5.8,29.06312214,27.7617157510581,0.10495941800000001
1657,1657,4,22,19,28,8,7.185,3.8,29.07792489,27.6139477205833,0.108463034
